"mk.id" "chr" "cM"
"25803" "PZE-105146596" 5 94.9
"25821" "PZE-105147766" 5 95
"25781" "PZE-105145088" 5 95.2
"25785" "PZE-105145239" 5 95.3
"25784" "PZE-105145212" 5 95.4
"25783" "PZE-105145211" 5 95.4
"25754" "PZE-105143697" 5 95.5
"25767" "PZE-105144284" 5 95.5
"3462" "PZB02283.1" 5 95.5
"25820" "PZE-105147738" 5 95.5
"25759" "PZE-105143985" 5 95.6
"25795" "PZE-105146300" 5 95.9
"25815" "PZE-105147471" 5 96
"25822" "PZE-105147772" 5 96.5
"25792" "PZE-105145814" 5 96.6
"3468" "PZB02424.1" 5 96.7
"25827" "PZE-105149244" 5 96.9
"25824" "PZE-105147871" 5 97
"25818" "PZE-105147698" 5 97.5
"25817" "PZE-105147666" 5 97.6
"25841" "PZE-105150892" 5 97.8
"25799" "PZE-105146498" 5 97.8
"25809" "PZE-105146705" 5 97.8
"25806" "PZE-105146678" 5 97.8
"25836" "PZE-105150294" 5 98.2
"25844" "PZE-105151317" 5 98.3
"25840" "PZE-105150581" 5 98.8
"25855" "PZE-105152264" 5 99
"25848" "PZE-105151436" 5 99.1
"25831" "PZE-105150142" 5 99.3
"25837" "PZE-105150346" 5 99.6
"25852" "PZE-105152167" 5 99.6
"25846" "PZE-105151400" 5 99.7
"25845" "PZE-105151348" 5 99.7
"25850" "PZE-105151612" 5 99.9
"25851" "PZE-105151649" 5 100.8
"25865" "PZE-105154006" 5 101.3
"25872" "PZE-105154562" 5 102.3
"25895" "PZE-105156596" 5 103
"25864" "PZE-105153835" 5 103
"25967" "PZE-105162987" 5 103.3
"25882" "PZE-105155546" 5 103.4
"25966" "PZE-105162965" 5 103.4
"25879" "PZE-105155048" 5 103.8
"25885" "PZE-105155892" 5 103.9
"25881" "PZE-105155494" 5 104.3
"3456" "PZB02189.6" 5 104.8
"25909" "PZE-105157560" 5 104.9
"25902" "PZE-105156970" 5 105.3
"25897" "PZE-105156713" 5 105.6
"25906" "PZE-105157284" 5 105.6
"25901" "PZE-105156950" 5 105.7
"25892" "PZE-105156210" 5 106.1
"25904" "PZE-105157054" 5 106.2
"25921" "PZE-105158804" 5 106.3
"25888" "PZE-105156016" 5 106.4
"25914" "PZE-105157980" 5 107.1
"25894" "PZE-105156453" 5 107.1
"25912" "PZE-105157898" 5 107.2
"25911" "PZE-105157677" 5 107.9
"25910" "PZE-105157658" 5 108.2
"25917" "PZE-105158503" 5 108.6
"3248" "PZB00686.2" 5 108.6
"25930" "PZE-105159228" 5 108.7
"25937" "PZE-105160636" 5 108.9
"25950" "PZE-105161111" 5 109
"25953" "PZE-105161125" 5 109
"25945" "PZE-105160804" 5 109
"25926" "PZE-105158980" 5 109.1
"25940" "PZE-105160757" 5 109.1
"25954" "PZE-105161216" 5 109.2
"25935" "PZE-105160408" 5 109.2
"25946" "PZE-105160851" 5 109.3
"25938" "PZE-105160703" 5 109.8
"25947" "PZE-105160952" 5 109.9
"25951" "PZE-105161112" 5 109.9
"25973" "PZE-105163347" 5 110.2
"25956" "PZE-105161326" 5 110.2
"25934" "PZE-105160407" 5 110.3
"25948" "PZE-105161098" 5 110.6
"25949" "PZE-105161108" 5 110.6
"25941" "PZE-105160758" 5 110.8
"25960" "PZE-105161685" 5 110.9
"25962" "PZE-105162073" 5 111
"25978" "PZE-105163488" 5 111.1
"25982" "PZE-105163594" 5 111.2
"25980" "PZE-105163590" 5 111.2
"25981" "PZE-105163591" 5 111.3
"25959" "PZE-105161488" 5 111.3
"25976" "PZE-105163435" 5 111.8
"25974" "PZE-105163388" 5 111.8
"25987" "PZE-105163910" 5 112.3
"25975" "PZE-105163425" 5 112.4
"25979" "PZE-105163550" 5 112.4
"25983" "PZE-105163607" 5 112.5
"25988" "PZE-105164030" 5 113
"25986" "PZE-105163718" 5 113
"25995" "PZE-105165114" 5 113.2
"25977" "PZE-105163439" 5 113.2
"26000" "PZE-105165365" 5 114
"25994" "PZE-105165053" 5 114
"25999" "PZE-105165346" 5 114
"26010" "PZE-105165911" 5 114.1
"26004" "PZE-105165602" 5 114.7
"26006" "PZE-105165764" 5 114.7
"25989" "PZE-105164629" 5 114.8
"26009" "PZE-105165908" 5 114.9
"25998" "PZE-105165345" 5 115.2
"26011" "PZE-105165920" 5 115.6
"26021" "PZE-105166784" 5 115.8
"26024" "PZE-105166980" 5 115.8
"26025" "PZE-105167010" 5 117
"2345" "PZA00448.6" 5 117
"26016" "PZE-105166634" 5 117.3
"26017" "PZE-105166637" 5 117.3
"26027" "PZE-105169103" 5 118
"26031" "PZE-105169336" 5 118.6
"26032" "PZE-105169341" 5 118.6
"26034" "PZE-105169468" 5 118.8
"2878" "PZA03339.3" 5 118.9
"26036" "PZE-105169553" 5 119.6
"26037" "PZE-105169622" 5 119.9
"2875" "PZA03335.2" 5 120.1
"26041" "PZE-105171237" 5 120.4
"26048" "PZE-105171961" 5 121.1
"26042" "PZE-105171747" 5 122.3
"26044" "PZE-105171774" 5 122.4
"26049" "PZE-105172533" 5 123
"26056" "PZE-105175110" 5 124.3
"26058" "PZE-105175259" 5 124.9
"26055" "PZE-105174977" 5 124.9
"26053" "PZE-105174897" 5 125.2
"26062" "PZE-105177822" 5 129
"26063" "PZE-105177835" 5 129
"26061" "PZE-105177818" 5 129.1
"26066" "PZE-105179316" 5 129.9
"26068" "PZE-105179864" 5 131.5
"26077" "PZE-105180858" 5 131.8
"26079" "PZE-105180900" 5 131.9
"26070" "PZE-105180233" 5 132.3
"26072" "PZE-105180266" 5 132.9
"26080" "PZE-105180966" 5 133
"26083" "PZE-105181352" 5 133.3
"26073" "PZE-105180267" 5 133.4
"26081" "PZE-105181159" 5 133.5
"26075" "PZE-105180820" 5 133.6
"26086" "PZE-105181691" 5 133.9
"26085" "PZE-105181391" 5 134.1
"26084" "PZE-105181381" 5 134.6
"26110" "PZE-105182386" 5 135.3
"26114" "PZE-105182596" 5 135.8
"26105" "PZE-105182093" 5 136
"26097" "PZE-105181974" 5 136.3
"26117" "PZE-105182638" 5 136.3
"26120" "PZE-105182647" 5 136.5
"26119" "PZE-105182641" 5 136.5
"26126" "PZE-106000007" 6 0
"26129" "PZE-106000068" 6 0
"26141" "PZE-106000117" 6 0
"26137" "PZE-106000112" 6 0
"26138" "PZE-106000113" 6 0.1
"26133" "PZE-106000093" 6 0.1
"26146" "PZE-106000137" 6 0.1
"26144" "PZE-106000131" 6 0.1
"26145" "PZE-106000136" 6 0.1
"26135" "PZE-106000108" 6 0.1
"26139" "PZE-106000114" 6 0.1
"26140" "PZE-106000115" 6 0.1
"26148" "PZE-106000150" 6 0.2
"26149" "PZE-106000160" 6 0.2
"26150" "PZE-106000233" 6 0.3
"26156" "PZE-106000325" 6 0.3
"26159" "PZE-106000372" 6 0.5
"26157" "PZE-106000346" 6 0.5
"26164" "PZE-106000507" 6 0.6
"26174" "PZE-106000711" 6 0.6
"26175" "PZE-106000767" 6 0.7
"26171" "PZE-106000628" 6 0.7
"26167" "PZE-106000594" 6 0.7
"26176" "PZE-106000837" 6 0.8
"26180" "PZE-106000906" 6 0.8
"26177" "PZE-106000855" 6 0.8
"26181" "PZE-106000911" 6 0.8
"26166" "PZE-106000516" 6 0.9
"26165" "PZE-106000508" 6 0.9
"26184" "PZE-106001126" 6 1.2
"26183" "PZE-106001089" 6 1.3
"26185" "PZE-106001206" 6 1.6
"26187" "PZE-106001418" 6 1.9
"26189" "PZE-106001449" 6 2
"26188" "PZE-106001445" 6 2
"2417" "PZA00606.10" 6 2
"26203" "PZE-106002793" 6 2.5
"26194" "PZE-106001672" 6 2.5
"26202" "PZE-106002659" 6 2.6
"26192" "PZE-106001656" 6 2.6
"26204" "PZE-106002839" 6 2.9
"26210" "PZE-106003350" 6 3.6
"26208" "PZE-106003203" 6 4
"26242" "PZE-106004555" 6 4.1
"26246" "PZE-106004724" 6 4.3
"26256" "PZE-106005121" 6 4.3
"26243" "PZE-106004598" 6 4.4
"26220" "PZE-106003964" 6 4.7
"2757" "PZA03003.11" 6 4.8
"26252" "PZE-106004997" 6 4.8
"26229" "PZE-106004214" 6 4.8
"26267" "PZE-106005866" 6 4.8
"26233" "PZE-106004307" 6 5
"26237" "PZE-106004391" 6 5
"26234" "PZE-106004351" 6 5
"26250" "PZE-106004871" 6 5.2
"26247" "PZE-106004730" 6 5.2
"26222" "PZE-106003981" 6 5.3
"26217" "PZE-106003908" 6 5.3
"26239" "PZE-106004401" 6 5.4
"26254" "PZE-106005094" 6 5.7
"26270" "PZE-106006003" 6 5.8
"26255" "PZE-106005120" 6 6
"26265" "PZE-106005833" 6 6.3
"26299" "PZE-106006805" 6 6.8
"26288" "PZE-106006615" 6 6.8
"26282" "PZE-106006485" 6 7.1
"26301" "PZE-106006919" 6 7.3
"26281" "PZE-106006455" 6 7.3
"26300" "PZE-106006917" 6 7.3
"26290" "PZE-106006691" 6 7.4
"26293" "PZE-106006706" 6 7.4
"26292" "PZE-106006705" 6 7.4
"26308" "PZE-106007078" 6 7.6
"26306" "PZE-106007071" 6 7.6
"26309" "PZE-106007114" 6 7.7
"26608" "PZE-106014671" 6 7.7
"26310" "PZE-106007117" 6 7.7
"26297" "PZE-106006772" 6 7.7
"26610" "PZE-106014741" 6 7.8
"26284" "PZE-106006537" 6 7.9
"26305" "PZE-106007060" 6 7.9
"26302" "PZE-106006962" 6 8.1
"26609" "PZE-106014738" 6 8.3
"26889" "PZE-106020572" 6 9.2
"26888" "PZE-106020569" 6 9.3
"26948" "PZE-106021557" 6 9.7
"26944" "PZE-106021478" 6 9.8
"26938" "PZE-106021410" 6 9.9
"26327" "PZE-106007445" 6 9.9
"26935" "PZE-106021363" 6 9.9
"26942" "PZE-106021424" 6 9.9
"26941" "PZE-106021420" 6 9.9
"26940" "PZE-106021419" 6 9.9
"26339" "PZE-106007666" 6 10
"26868" "PZE-106020123" 6 10
"26326" "PZE-106007419" 6 10
"26338" "PZE-106007655" 6 10
"26383" "PZE-106008617" 6 10
"26443" "PZE-106009618" 6 10.1
"26368" "PZE-106008323" 6 10.3
"26370" "PZE-106008345" 6 10.3
"26365" "PZE-106008260" 6 10.3
"26333" "PZE-106007583" 6 10.3
"26946" "PZE-106021551" 6 10.3
"26369" "PZE-106008329" 6 10.3
"26322" "PZE-106007384" 6 10.4
"26385" "PZE-106008746" 6 10.4
"26386" "PZE-106008747" 6 10.4
"26367" "PZE-106008311" 6 10.5
"26389" "PZE-106008776" 6 10.5
"26905" "PZE-106020798" 6 10.7
"26366" "PZE-106008273" 6 10.7
"26876" "PZE-106020411" 6 10.8
"26401" "PZE-106008961" 6 10.9
"26902" "PZE-106020779" 6 10.9
"26887" "PZE-106020565" 6 10.9
"26906" "PZE-106020830" 6 10.9
"26900" "PZE-106020776" 6 10.9
"26907" "PZE-106020831" 6 10.9
"26904" "PZE-106020787" 6 10.9
"26400" "PZE-106008956" 6 10.9
"26406" "PZE-106009019" 6 10.9
"26908" "PZE-106020839" 6 11
"26896" "PZE-106020716" 6 11
"26911" "PZE-106020844" 6 11
"26897" "PZE-106020729" 6 11
"26895" "PZE-106020715" 6 11
"26421" "PZE-106009267" 6 11
"26423" "PZE-106009283" 6 11
"26491" "PZE-106011202" 6 11
"26418" "PZE-106009233" 6 11
"26420" "PZE-106009252" 6 11
"26910" "PZE-106020841" 6 11
"26533" "PZE-106012765" 6 11.1
"26448" "PZE-106009742" 6 11.1
"26446" "PZE-106009740" 6 11.1
"26922" "PZE-106021112" 6 11.1
"26460" "PZE-106010268" 6 11.1
"26447" "PZE-106009741" 6 11.1
"26929" "PZE-106021260" 6 11.1
"26531" "PZE-106012720" 6 11.1
"26402" "PZE-106008963" 6 11.1
"26332" "PZE-106007551" 6 11.1
"26502" "PZE-106011378" 6 11.2
"26458" "PZE-106010206" 6 11.2
"26912" "PZE-106020879" 6 11.2
"26328" "PZE-106007446" 6 11.2
"26501" "PZE-106011377" 6 11.2
"26931" "PZE-106021294" 6 11.2
"26933" "PZE-106021320" 6 11.2
"26362" "PZE-106008209" 6 11.3
"26361" "PZE-106008147" 6 11.3
"26928" "PZE-106021250" 6 11.3
"26918" "PZE-106020972" 6 11.3
"26363" "PZE-106008237" 6 11.3
"26439" "PZE-106009530" 6 11.3
"26380" "PZE-106008513" 6 11.3
"26925" "PZE-106021183" 6 11.3
"26462" "PZE-106010445" 6 11.4
"26934" "PZE-106021349" 6 11.4
"26519" "PZE-106012405" 6 11.4
"26360" "PZE-106008139" 6 11.4
"26528" "PZE-106012648" 6 11.4
"26552" "PZE-106013041" 6 11.4
"26324" "PZE-106007410" 6 11.4
"26932" "PZE-106021308" 6 11.4
"26526" "PZE-106012608" 6 11.4
"26387" "PZE-106008760" 6 11.4
"26529" "PZE-106012668" 6 11.4
"26518" "PZE-106012395" 6 11.4
"26340" "PZE-106007763" 6 11.5
"26351" "PZE-106007906" 6 11.5
"26482" "PZE-106011053" 6 11.6
"26378" "PZE-106008506" 6 11.6
"26481" "PZE-106011052" 6 11.6
"26348" "PZE-106007874" 6 11.6
"26358" "PZE-106008094" 6 11.6
"26335" "PZE-106007631" 6 11.6
"26926" "PZE-106021194" 6 11.6
"26319" "PZE-106007346" 6 11.6
"26349" "PZE-106007881" 6 11.7
"26373" "PZE-106008404" 6 11.7
"26359" "PZE-106008114" 6 11.7
"26453" "PZE-106010003" 6 11.7
"26374" "PZE-106008406" 6 11.7
"26459" "PZE-106010241" 6 11.8
"26602" "PZE-106014450" 6 11.8
"26424" "PZE-106009322" 6 11.8
"26388" "PZE-106008765" 6 11.8
"26355" "PZE-106008048" 6 11.8
"26394" "PZE-106008892" 6 11.8
"26357" "PZE-106008070" 6 11.8
"26497" "PZE-106011274" 6 11.9
"26498" "PZE-106011290" 6 11.9
"26416" "PZE-106009223" 6 11.9
"26382" "PZE-106008575" 6 11.9
"26474" "PZE-106010794" 6 12
"26475" "PZE-106010800" 6 12
"26428" "PZE-106009392" 6 12
"26429" "PZE-106009413" 6 12
"26431" "PZE-106009420" 6 12
"26432" "PZE-106009440" 6 12
"26433" "PZE-106009441" 6 12
"26663" "PZE-106016143" 6 12.1
"26496" "PZE-106011270" 6 12.1
"26513" "PZE-106012123" 6 12.1
"26372" "PZE-106008388" 6 12.1
"26556" "PZE-106013119" 6 12.1
"26514" "PZE-106012204" 6 12.2
"26666" "PZE-106016312" 6 12.2
"26471" "PZE-106010668" 6 12.2
"26576" "PZE-106013459" 6 12.2
"26500" "PZE-106011319" 6 12.2
"26445" "PZE-106009689" 6 12.2
"26495" "PZE-106011267" 6 12.2
"26769" "PZE-106018272" 6 12.3
"26457" "PZE-106010115" 6 12.3
"26634" "PZE-106015431" 6 12.3
"26627" "PZE-106015225" 6 12.3
"26785" "PZE-106018533" 6 12.3
"26456" "PZE-106010060" 6 12.3
"26677" "PZE-106016610" 6 12.3
"26455" "PZE-106010058" 6 12.3
"26489" "PZE-106011181" 6 12.4
"27768" "PZE-106044028" 6 12.4
"26538" "PZE-106012837" 6 12.4
"26543" "PZE-106012901" 6 12.4
"26537" "PZE-106012790" 6 12.4
"26726" "PZE-106017582" 6 12.4
"26532" "PZE-106012741" 6 12.4
"26542" "PZE-106012892" 6 12.4
"26440" "PZE-106009581" 6 12.4
"26581" "PZE-106013540" 6 12.4
"26824" "PZE-106019161" 6 12.5
"26555" "PZE-106013072" 6 12.5
"26821" "PZE-106019155" 6 12.5
"26550" "PZE-106013029" 6 12.5
"26487" "PZE-106011121" 6 12.5
"26472" "PZE-106010688" 6 12.5
"26681" "PZE-106016698" 6 12.5
"26594" "PZE-106013971" 6 12.5
"26593" "PZE-106013969" 6 12.5
"26486" "PZE-106011108" 6 12.5
"26693" "PZE-106016971" 6 12.5
"26823" "PZE-106019160" 6 12.5
"26822" "PZE-106019157" 6 12.5
"26797" "PZE-106018683" 6 12.6
"26778" "PZE-106018436" 6 12.6
"26463" "PZE-106010451" 6 12.6
"26504" "PZE-106011504" 6 12.6
"26659" "PZE-106016117" 6 12.6
"26802" "PZE-106018792" 6 12.6
"26660" "PZE-106016118" 6 12.6
"26635" "PZE-106015444" 6 12.7
"26732" "PZE-106017688" 6 12.7
"26578" "PZE-106013490" 6 12.7
"26572" "PZE-106013427" 6 12.7
"26806" "PZE-106018933" 6 12.8
"26600" "PZE-106014381" 6 12.8
"26579" "PZE-106013491" 6 12.8
"27089" "PZE-106025101" 6 12.8
"26695" "PZE-106016987" 6 12.8
"27077" "PZE-106024717" 6 12.8
"26604" "PZE-106014482" 6 12.8
"27086" "PZE-106025053" 6 12.8
"26694" "PZE-106016986" 6 12.8
"27078" "PZE-106024739" 6 12.8
"26692" "PZE-106016962" 6 12.9
"26845" "PZE-106019543" 6 12.9
"26749" "PZE-106017977" 6 12.9
"26667" "PZE-106016350" 6 12.9
"26736" "PZE-106017770" 6 12.9
"26744" "PZE-106017960" 6 12.9
"26747" "PZE-106017974" 6 12.9
"26727" "PZE-106017589" 6 12.9
"26746" "PZE-106017972" 6 12.9
"26740" "PZE-106017847" 6 12.9
"26745" "PZE-106017968" 6 12.9
"26702" "PZE-106017151" 6 12.9
"26954" "PZE-106021751" 6 12.9
"26623" "PZE-106015098" 6 12.9
"26620" "PZE-106015070" 6 12.9
"26817" "PZE-106019066" 6 12.9
"26729" "PZE-106017625" 6 12.9
"26743" "PZE-106017957" 6 12.9
"26772" "PZE-106018319" 6 12.9
"26701" "PZE-106017150" 6 12.9
"26534" "PZE-106012770" 6 12.9
"26669" "PZE-106016370" 6 12.9
"26536" "PZE-106012777" 6 12.9
"26672" "PZE-106016403" 6 12.9
"26739" "PZE-106017840" 6 12.9
"26520" "PZE-106012443" 6 12.9
"26735" "PZE-106017695" 6 12.9
"26622" "PZE-106015076" 6 12.9
"26535" "PZE-106012774" 6 12.9
"26734" "PZE-106017694" 6 12.9
"26483" "PZE-106011066" 6 13
"26780" "PZE-106018469" 6 13
"26775" "PZE-106018359" 6 13
"26781" "PZE-106018476" 6 13
"26800" "PZE-106018771" 6 13
"26773" "PZE-106018353" 6 13
"26783" "PZE-106018502" 6 13
"26771" "PZE-106018302" 6 13
"26784" "PZE-106018508" 6 13
"27001" "PZE-106022655" 6 13
"26764" "PZE-106018209" 6 13
"26584" "PZE-106013654" 6 13
"26782" "PZE-106018481" 6 13
"26774" "PZE-106018356" 6 13
"26731" "PZE-106017679" 6 13
"26724" "PZE-106017576" 6 13
"2351" "PZA00462.2" 6 13
"26793" "PZE-106018639" 6 13
"26776" "PZE-106018370" 6 13
"26779" "PZE-106018443" 6 13
"26768" "PZE-106018260" 6 13
"26515" "PZE-106012245" 6 13.1
"26755" "PZE-106018085" 6 13.1
"27209" "PZE-106027994" 6 13.1
"26676" "PZE-106016536" 6 13.2
"27143" "PZE-106026585" 6 13.2
"27147" "PZE-106026695" 6 13.2
"26750" "PZE-106017990" 6 13.2
"27236" "PZE-106028794" 6 13.2
"26722" "PZE-106017573" 6 13.2
"26647" "PZE-106015816" 6 13.2
"27092" "PZE-106025165" 6 13.2
"26654" "PZE-106015863" 6 13.2
"26653" "PZE-106015862" 6 13.2
"26723" "PZE-106017575" 6 13.2
"26642" "PZE-106015711" 6 13.2
"26503" "PZE-106011390" 6 13.2
"26645" "PZE-106015808" 6 13.2
"27091" "PZE-106025164" 6 13.3
"27126" "PZE-106025942" 6 13.3
"27103" "PZE-106025281" 6 13.3
"27096" "PZE-106025198" 6 13.3
"26811" "PZE-106018972" 6 13.3
"27115" "PZE-106025558" 6 13.3
"27146" "PZE-106026650" 6 13.3
"26807" "PZE-106018949" 6 13.3
"27093" "PZE-106025166" 6 13.3
"27110" "PZE-106025515" 6 13.3
"26809" "PZE-106018957" 6 13.3
"26790" "PZE-106018614" 6 13.3
"26810" "PZE-106018961" 6 13.3
"26756" "PZE-106018097" 6 13.3
"27097" "PZE-106025206" 6 13.3
"27099" "PZE-106025255" 6 13.3
"27131" "PZE-106026017" 6 13.3
"26643" "PZE-106015757" 6 13.3
"27095" "PZE-106025197" 6 13.3
"26675" "PZE-106016519" 6 13.3
"26759" "PZE-106018101" 6 13.3
"26846" "PZE-106019546" 6 13.3
"26765" "PZE-106018222" 6 13.3
"27141" "PZE-106026349" 6 13.3
"26758" "PZE-106018100" 6 13.3
"26762" "PZE-106018147" 6 13.3
"27122" "PZE-106025869" 6 13.3
"27090" "PZE-106025163" 6 13.3
"27128" "PZE-106025971" 6 13.3
"26839" "PZE-106019447" 6 13.3
"27098" "PZE-106025231" 6 13.3
"26808" "PZE-106018956" 6 13.3
"27135" "PZE-106026117" 6 13.3
"27111" "PZE-106025525" 6 13.3
"26803" "PZE-106018793" 6 13.4
"26688" "PZE-106016936" 6 13.4
"27033" "PZE-106023113" 6 13.4
"26511" "PZE-106011989" 6 13.4
"26728" "PZE-106017603" 6 13.4
"27036" "PZE-106023206" 6 13.4
"26615" "PZE-106014943" 6 13.4
"27023" "PZE-106022908" 6 13.4
"27020" "PZE-106022886" 6 13.4
"27030" "PZE-106023095" 6 13.4
"26689" "PZE-106016943" 6 13.4
"27022" "PZE-106022904" 6 13.4
"27031" "PZE-106023098" 6 13.4
"26848" "PZE-106019566" 6 13.4
"26777" "PZE-106018399" 6 13.4
"26721" "PZE-106017475" 6 13.5
"27154" "PZE-106026913" 6 13.5
"27066" "PZE-106024042" 6 13.5
"27159" "PZE-106026953" 6 13.5
"27074" "PZE-106024638" 6 13.5
"27059" "PZE-106023780" 6 13.5
"27065" "PZE-106024031" 6 13.5
"27062" "PZE-106023827" 6 13.5
"27061" "PZE-106023805" 6 13.5
"26788" "PZE-106018583" 6 13.5
"27058" "PZE-106023775" 6 13.5
"27060" "PZE-106023804" 6 13.5
"26752" "PZE-106018016" 6 13.5
"27179" "PZE-106027276" 6 13.6
"27145" "PZE-106026622" 6 13.6
"26588" "PZE-106013898" 6 13.6
"27067" "PZE-106024131" 6 13.6
"27769" "PZE-106044029" 6 13.6
"26591" "PZE-106013908" 6 13.6
"27150" "PZE-106026740" 6 13.6
"27178" "PZE-106027275" 6 13.6
"27230" "PZE-106028615" 6 13.7
"26707" "PZE-106017202" 6 13.7
"27197" "PZE-106027700" 6 13.7
"26704" "PZE-106017177" 6 13.7
"26712" "PZE-106017312" 6 13.7
"26703" "PZE-106017173" 6 13.7
"27177" "PZE-106027274" 6 13.7
"26710" "PZE-106017226" 6 13.7
"27134" "PZE-106026060" 6 13.7
"27175" "PZE-106027262" 6 13.7
"27137" "PZE-106026163" 6 13.7
"26698" "PZE-106017115" 6 13.7
"26708" "PZE-106017215" 6 13.7
"27229" "PZE-106028614" 6 13.7
"26709" "PZE-106017225" 6 13.7
"26716" "PZE-106017404" 6 13.8
"27032" "PZE-106023105" 6 13.8
"27241" "PZE-106028874" 6 13.8
"26720" "PZE-106017464" 6 13.8
"27248" "PZE-106028959" 6 13.8
"26972" "PZE-106022111" 6 13.8
"26787" "PZE-106018582" 6 13.8
"27247" "PZE-106028958" 6 13.8
"27028" "PZE-106023074" 6 13.8
"27029" "PZE-106023094" 6 13.8
"26719" "PZE-106017427" 6 13.8
"26753" "PZE-106018018" 6 13.8
"27026" "PZE-106022944" 6 13.8
"27051" "PZE-106023528" 6 13.8
"26717" "PZE-106017416" 6 13.8
"26767" "PZE-106018258" 6 13.8
"26718" "PZE-106017417" 6 13.8
"26770" "PZE-106018295" 6 13.8
"26786" "PZE-106018579" 6 13.8
"27384" "PZE-106032634" 6 13.9
"27212" "PZE-106028114" 6 13.9
"27331" "PZE-106031110" 6 13.9
"27250" "PZE-106029085" 6 13.9
"27210" "PZE-106028002" 6 13.9
"27405" "PZE-106033068" 6 14
"27217" "PZE-106028336" 6 14
"27045" "PZE-106023412" 6 14
"27222" "PZE-106028501" 6 14
"27164" "PZE-106027168" 6 14
"27377" "PZE-106032435" 6 14.2
"27172" "PZE-106027249" 6 14.2
"27176" "PZE-106027263" 6 14.2
"27433" "PZE-106033543" 6 14.2
"27195" "PZE-106027633" 6 14.2
"27401" "PZE-106033016" 6 14.2
"27409" "PZE-106033107" 6 14.2
"27406" "PZE-106033096" 6 14.2
"27407" "PZE-106033097" 6 14.3
"27339" "PZE-106031323" 6 14.3
"27457" "PZE-106033993" 6 14.3
"27404" "PZE-106033061" 6 14.3
"27415" "PZE-106033192" 6 14.4
"27388" "PZE-106032757" 6 14.4
"27414" "PZE-106033172" 6 14.4
"27410" "PZE-106033125" 6 14.5
"27379" "PZE-106032478" 6 14.5
"27358" "PZE-106031939" 6 14.6
"27359" "PZE-106031940" 6 14.6
"27194" "PZE-106027627" 6 14.6
"27353" "PZE-106031723" 6 14.6
"27355" "PZE-106031833" 6 14.6
"27193" "PZE-106027614" 6 14.6
"27346" "PZE-106031665" 6 14.6
"27393" "PZE-106032910" 6 14.6
"27390" "PZE-106032873" 6 14.6
"27443" "PZE-106033899" 6 14.7
"27381" "PZE-106032531" 6 14.7
"27445" "PZE-106033911" 6 14.7
"27465" "PZE-106034125" 6 14.7
"27466" "PZE-106034143" 6 14.7
"27482" "PZE-106034422" 6 14.7
"27399" "PZE-106032980" 6 14.7
"27450" "PZE-106033961" 6 14.8
"27422" "PZE-106033292" 6 14.8
"27446" "PZE-106033950" 6 14.8
"27386" "PZE-106032753" 6 14.8
"27387" "PZE-106032754" 6 14.8
"27420" "PZE-106033251" 6 14.8
"27430" "PZE-106033525" 6 14.8
"27448" "PZE-106033959" 6 14.8
"27468" "PZE-106034213" 6 14.8
"27481" "PZE-106034393" 6 14.8
"27475" "PZE-106034370" 6 14.8
"27447" "PZE-106033954" 6 14.8
"27421" "PZE-106033269" 6 14.8
"27503" "PZE-106035034" 6 14.9
"27480" "PZE-106034380" 6 14.9
"3247" "PZB00645.1" 6 14.9
"27389" "PZE-106032764" 6 14.9
"27492" "PZE-106034692" 6 14.9
"27571" "PZE-106036904" 6 14.9
"27488" "PZE-106034594" 6 15
"27364" "PZE-106031985" 6 15
"27512" "PZE-106035361" 6 15
"27396" "PZE-106032929" 6 15
"27570" "PZE-106036895" 6 15
"27429" "PZE-106033497" 6 15.1
"27343" "PZE-106031629" 6 15.1
"27459" "PZE-106033997" 6 15.1
"27548" "PZE-106036314" 6 15.1
"27442" "PZE-106033868" 6 15.1
"27444" "PZE-106033910" 6 15.1
"27342" "PZE-106031628" 6 15.1
"27449" "PZE-106033960" 6 15.2
"27451" "PZE-106033965" 6 15.2
"27463" "PZE-106034024" 6 15.3
"27461" "PZE-106034019" 6 15.3
"27582" "PZE-106037314" 6 15.4
"27494" "PZE-106034718" 6 15.4
"27382" "PZE-106032535" 6 15.5
"27583" "PZE-106037346" 6 15.5
"27620" "PZE-106038617" 6 15.5
"27483" "PZE-106034442" 6 15.5
"27462" "PZE-106034023" 6 15.6
"27453" "PZE-106033978" 6 15.6
"27508" "PZE-106035116" 6 15.6
"27498" "PZE-106034832" 6 15.6
"27497" "PZE-106034829" 6 15.6
"27458" "PZE-106033996" 6 15.6
"27489" "PZE-106034609" 6 15.6
"27595" "PZE-106037761" 6 15.7
"27490" "PZE-106034637" 6 15.7
"27573" "PZE-106037024" 6 15.7
"27593" "PZE-106037746" 6 15.7
"27514" "PZE-106035421" 6 15.7
"27456" "PZE-106033992" 6 15.8
"27601" "PZE-106037900" 6 15.8
"27556" "PZE-106036526" 6 15.8
"27367" "PZE-106032138" 6 15.8
"27523" "PZE-106035912" 6 15.8
"27552" "PZE-106036459" 6 15.8
"27549" "PZE-106036364" 6 15.8
"27669" "PZE-106040279" 6 15.8
"27545" "PZE-106036250" 6 15.8
"27630" "PZE-106039243" 6 15.9
"27493" "PZE-106034708" 6 15.9
"27586" "PZE-106037409" 6 15.9
"27604" "PZE-106038025" 6 16
"27580" "PZE-106037243" 6 16
"27454" "PZE-106033981" 6 16
"27455" "PZE-106033983" 6 16
